tick,stage,speed_kph,steering_cmd_norm,steering_wheel_deg,steering_input,throttle_cmd,brake_cmd,lane_offset,lane_confidence,route_heading_error_deg,route_lookahead_m,route_speed_target_kph,route_curve_speed_cap_kph,route_preview_curvature,route_preview_distance_m,route_progress_index,sensor_near_offset,sensor_far_offset,sensor_heading_hint,sensor_curvature_hint,sensor_width_norm,sensor_sample_count,sensor_speed_target_kph,sensor_curve_speed_cap_kph,sensor_obstacle_speed_cap_kph,sensor_lateral_accel_cap_kph,sensor_depth_min_m,sensor_close_fraction,sensor_lateral_accel_mps2,damage
289,sensor,19.714,0.060128,-4.882,0.009572,0.000000,0.000000,-0.025664,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.121094,-0.104688,-0.225781,0.425195,0.662240,6,18.000,18.000,240.000,240.000,255.000,0.000000,1.505225,0.000
290,sensor,19.650,0.087635,-20.199,0.042542,0.000000,0.000000,0.026133,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.121094,-0.025000,-0.146094,0.233789,0.674740,6,20.240,20.240,240.000,240.000,255.000,0.000000,1.233190,0.000
291,sensor,19.481,0.097263,-36.136,0.073867,0.000000,0.000000,0.026133,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.121094,-0.025000,-0.146094,0.233789,0.674740,6,20.240,20.240,240.000,240.000,255.000,0.000000,0.965212,0.000
292,sensor,19.474,-0.045098,-49.604,0.097263,0.600000,0.000000,-0.022617,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.121094,-0.100000,-0.221094,0.151758,0.676042,6,22.047,22.047,240.000,240.000,255.000,0.000000,0.981643,0.000
293,sensor,20.105,-0.237609,-8.095,0.007521,0.600000,0.000000,-0.074688,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.114063,-0.112500,-0.082031,0.720833,6,34.724,34.724,240.000,240.000,255.000,0.000000,2.129134,0.000
294,sensor,20.602,-0.295029,29.001,-0.063107,0.600000,0.000000,-0.064531,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.098437,-0.096875,-0.106641,0.717448,6,33.740,33.740,240.000,240.000,255.000,0.000000,3.471851,0.000
295,sensor,21.546,-0.175802,63.286,-0.130477,0.184417,0.000000,-0.004219,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.115625,-0.068750,-0.184375,0.079297,0.703125,6,31.674,31.674,240.000,240.000,255.000,0.000000,3.006728,0.000
296,sensor,22.511,-0.141254,87.357,-0.175511,0.000000,0.351909,-0.032070,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.118750,-0.113281,-0.232031,0.184570,0.607031,6,18.992,18.992,240.000,240.000,255.000,0.000000,2.147280,0.000
297,sensor,20.697,-0.099998,72.039,-0.141254,0.000000,0.000000,-0.022070,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.122656,-0.100000,-0.222656,0.198242,0.647135,6,18.804,18.804,240.000,240.000,255.000,0.000000,4.695437,0.000
298,sensor,20.807,-0.290489,50.999,-0.099998,0.000000,0.280724,0.043125,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.303125,-0.096875,-0.400000,-0.079297,0.566146,6,18.000,18.000,240.000,240.000,255.000,0.000000,1.434353,0.000
